TargetScheme_player_controlled_ally_units;Player Controlled Ally Units
TargetScheme_all_nonhero_units;All Non-Hero Units
TargetScheme_other_heroes;Other Heroes
TargetScheme_my_other_units;Owned Minions
TargetScheme_enemy_nonhero_units;Non-Hero Enemy Units
TargetScheme_organic_enemy_units;Organic Enemy Units
TargetScheme_organic_ally_units;Organic Ally Units
TargetScheme_all_organic_units;All Organic Units
TargetScheme_all_heroes;All Heroes
TargetScheme_enemy_main_base_structure;Enemy Main Base Structure
TargetScheme_ally_well;Ally Well
TargetScheme_all_other_nonboss_units;All Non-Boss Units
TargetScheme_boss;Boss Units
TargetScheme_other_bosses;Other Boss Units
TargetScheme_enemy_nonboss_units;Non-Boss Enemies
TargetScheme_nonneutral_organic_enemy_units;Non-Neutral Enemies
TargetScheme_boss1;
TargetScheme_boss2;
TargetScheme_WellMarker;
TargetScheme_enemy_nonboss_npc_units;Non-Boss Enemy NPCs
TargetScheme_enemy_units_and_structures;Enemy Objects
TargetScheme_all_other_heroes;All Other Heroes
TargetScheme_ally_objects;Ally Objects
TargetScheme_visible_organic_enemy_units;
TargetScheme_enemy_units_and_self;Self/Enemy Units
TargetScheme_all_other_units_and_buildings;
TargetScheme_summoned_enemy_units;Summoned Enemy Units
TargetScheme_ally_creeps;Ally creeps
TargetScheme_enemy_ranged_heroes;Enemy Ranged Heroes
TargetScheme_all_other_nongadget_units;
TargetScheme_nonneutral_enemy_units_and_other_ally_heroes;
TargetScheme_electriceyes;
TargetScheme_other_ally_units;Other Ally Units
TargetScheme_nonstealth_organic_enemy_units;
TargetScheme_nonboss_visible_enemy_units;
TargetScheme_nongadget_ally_units;
TargetScheme_nonboss_organic_enemy_units;Enemy Organic Units
TargetScheme_neutral_aggro;
TargetScheme_enemy_creeps_and_corpses;Enemy Creeps/Corpses
TargetScheme_my_pseudo_pets;Owned Pseudopets
TargetScheme_ally_main_base_structure_and_trees;
TargetScheme_nonillusion_enemy_heroes;Non-Illusion Enemy Heroes
TargetScheme_my_illusions;Owned Illusions
TargetScheme_other_ally_heroes;Other Ally Heroes
TargetScheme_nonillusion_other_ally_heroes;Other Ally Heroes
TargetScheme_engineer_units;Mechanical Units
TargetScheme_turret_targets;
TargetScheme_ally_units_and_structures;Ally Units/Structures
TargetScheme_ally_heroes_and_structures;Ally Heroes/Structures
TargetScheme_pseudo_pets;
TargetScheme_everything_but_towers;
TargetScheme_Zephyr_Cyclones;
TargetScheme_enemy_mana_units;Enemy Units with Mana
TargetScheme_ally_mana_units;Ally Units with Mana
TargetScheme_nonboss_organic_enemy_units_and_self;
TargetScheme_all_corpses;
TargetScheme_enemy_units_and_deniable;Deniable and Enemy Units
TargetScheme_ally_nonhero_units;Allied Non-Hero Units
TargetScheme_player_controlled_enemy_units;Player Controlled Enemy Units
TargetScheme_all_nonhero_corpses;All Non-Hero Corpses
TargetScheme_enemy_units_notmine;
TargetScheme_touchpowerup;
TargetScheme_all_units_except_couriers;
TargetScheme_Gauntlet_Gadget;
TargetScheme_heroes_only;Heroes Only
TargetScheme_movement;
TargetScheme_canattack;
TargetScheme_token;
TargetScheme_cheese;
TargetScheme_doombringer;
TargetScheme_not_rooted_willing_ally_heroes;Willing Ally Heroes
TargetScheme_nonillusion_other_willing_ally_heroes;Non-Illusion Ally Heroes
TargetScheme_enemy_and_willing_ally_heroes;Enemy/Ally Willing Heroes
TargetScheme_enemy_heroes_and_Towers;Enemy Heroes and Towers
TargetScheme_Deadlift;All Organic Units
TargetScheme_not_visible_enemy_units;Not Visible Enemy Units
TargetScheme_my_other_catz;Fire or Ice
Popup_gold;+{value}
Popup_experience;+{value}
Popup_critical;{value}!
Popup_miss;Miss!
Popup_deny;Denied!
Popup_manaburn;-{value}
Popup_poison;{value}!
Popup_bonus_damage;+{value}
Popup_deflection;-{value}
Popup_toofar;Too bad!
Popup_multicast;{value}x MULTICAST!
Popup_bonus_mana;+{value}+
Popup_execution;+{value}
Popup_gainint;+{value} Int!
Popup_loseint;-{value} Int!
Popup_creep_kill;$
Popup_seconds;{value}s!
Popup_seconds_decimal;{value}s!
Popup_max;MAX!
Popup_pow;POW!
Popup_dot_physical_damage;{value}!
Popup_timer;{value}
Popup_timer_hero;{value}
Popup_LodestoneUlt;{value}
Popup_morult;{value}
Popup_EmeraldWarden1;Gawain uses Diving Strike!
Popup_EmeraldWarden2;Gawain uses Forest's Touch!
Popup_EmeraldWarden3;Gawain uses Emerald Storm!
Popup_Ra;{value}!
Popup_ra_rebirth;Rebirth!
Popup_ra_timer;{value}
Popup_krospoints;-{value} Pts
Popup_pluspoints;+{value} Pts
Popup_stunned;Stunned! {value}s
Popup_feared;Fear! {value}s
Popup_polymorphed;Mini {value}s
Popup_gold_gained;{value} Gold from Bounty!
Popup_deadlift_rez_accepted;Rez Accepted!
Popup_deadlift_rez_declined;Rez Declined!
Popup_fake_gold;Borrow Gold Value {value}
Popup_suppressed;suppressed
Popup_stunned;stunned {value}s
Popup_frozen;frozen
Popup_feared;feared {value}s
Popup_polymorphed;hexxed {value}s
Popup_taunted;taunted {value}s
Popup_silenced;silenced {value}s
Popup_silenced_notimer;silenced
Popup_manalocked;mana locked
Popup_immobilized;immobilized {value}s
Popup_immobilized_notimer;immobilized
Popup_disarmed;disarmed {value}s
Popup_perplexed;perplexed {value}s
Popup_restrained;restrained {value}s
Popup_slowed;slowed
Popup_damage_physical;{value}
Popup_damage_magical;{value}
Popup_damage_attempted;{value} attempted
Popup_pluspointsyellow;+{value} Yellow Team
Popup_pluspointsblue;+{value} Blue Team
Popup_fake;Fake!
Mode_Normal;All Pick
Mode_RandomDraft;Random Draft
Mode_SingleDraft;Single Draft
Mode_BanningDraft;Banning Draft
Mode_CaptainsDraft;Captains Draft
Mode_CaptainsMode;Captains Mode
Mode_Deathmatch;Deathmatch
Mode_BanningPick;Banning Pick
Mode_AllRandom;Balanced Random
Mode_Lockpick;Lockpick
Mode_Invalid;Invalid
Mode_BlindBan;Blind Ban
Mode_BotMatch;Bot Match
Mode_Captains;Captains Pick
Mode_KrosMode;Shuffle Pick
Mode_ForcePick;Force Pick
Mode_SoccerPick;Limited Pick
Mode_SoloSame;Same Heroes
Mode_SoloDiff;Different Heroes
Mode_CounterPick;Counter Pick
Mode_MidWars_Beta;Mid Wars Beta
Mode_HeroBan;Hero Ban
Option_None;None
Option_ForceRandom;Force Random
Option_AlternateSelection;Alternate Selection
Option_NoRepick;No Repick
Option_NoSwap;No Swap
Option_NoAgility;No Agility
Option_NoIntelligence;No Intelligence
Option_NoStrength;No Strength
Option_AllHeroes;All Heroes
Option_NoRespawnTimer;No Respawn Timer
Option_DropItems;Drop Items
Option_NoPowerups;No Powerups
Option_SuperCreeps;Super Creeps
Option_EasyMode;Easy Mode
Option_DuplicateHeroes;Duplicate Heroes
Option_ReverseSelection;Reverse Selection
Option_NoTopLane;Close Top Lane
Option_NoMiddleLane;Close Middle Lane
Option_NoBottomLane;Close Bottom Lane
Option_AllowVeto;Allow Veto
Option_ShuffleTeams;Shuffle Teams
Option_AutoBalanceTeams;Auto Balanced
Option_DevHeroes;Dev Heroes
Option_TournamentRules;Tournament Rules
Option_Hardcore;Hardcore
Option_Casual;Casual Mode
Option_Gated;Core Pool
Option_CorePool;Core Pool
Option_BalancedRandom;Balanced Random
Option_ShuffleAbilities;Shuffle Abilities
Option_RapidFire;Blitz Mode
Building_HellbourneTower_name;Defense Tower
Building_HellbourneBase_name;Sacrificial Shrine
Building_HellbourneMeleeBarracks_name;Melee Barracks
Building_HellbourneRangedBarracks_name;Ranged Barracks
Building_HellbourneRepeater1_name;Shrine
Building_HellbourneRepeater2_name;Shrine
Building_HellbourneRepeater3_name;Shrine
Building_HellbourneRepeater4_name;Shrine
Building_HellbourneRepeater5_name;Meatball
Building_HellbourneRepeater5_description;
Building_HellbourneStore_name;Observatory
Building_HellbourneWell_name;Well of Tar
State_HellbourneHealingWell_name;Tarpit
State_HellbourneHealingWell_Speed_name;Tarpit (Speed)
Building_HellbourneWellStore_name;Shop
Building_LegionTower_name;Defense Tower
Building_LegionBase_name;World Tree
Building_LegionBase_description;icon.tga
Building_LegionMeleeBarracks_name;Melee Barracks
Building_LegionMeleeBarracks_description;icon.tga
Building_LegionRangedBarracks_name;Ranged Barracks
Building_LegionRangedBarracks_description;icon.tga
Building_LegionRepeater1_name;Shrine
Building_LegionRepeater2_name;Hut
Building_LegionRepeater3_name;Hut
Building_LegionRepeater4_name;Hut
Building_LegionRepeater5_name;Statue
Building_LegionRepeater6_name;Hut
Building_LegionStore_name;Observatory
Building_LegionWell_name;Well of Life
State_LegionHealingWell_name;Healing Well
State_LegionHealingWell_Speed_name;Healing Well (Speed)
Building_LegionWellStore_name;Shop
Building_Outpost_name;Outpost
Building_Outpost_Watermill_name;Outpost
Building_Outpost_camp_name;Outpost
Ability_AttributeBoost_name;Attribute Boost
Ability_AttributeBoost_description;^yPer Level Bonuses:^*\n+2 Strength\n+2 Agility\n+2 Intelligence
Ability_AttributeBoost_description_simple;Grants an increase to your hero's attributes.\n\n^gPer Level Bonuses:^*\n+2 Strength\n+2 Agility\n+2 Intelligence
State_Teleport_GrimmCrossroads_name;Teleporter Delay
State_Teleport_GrimmCrossroads_description;You recently used the teleporters and cannot again for a short time.
State_urf_name;BLITZ MODE!
State_urf_description;Everyone is as crazy as Blitz
State_urf_FRAME_effect;+100% Attack Damage
State_MidWarsBeta_name;Mid Wars Beta
State_MidWarsBeta_description;(Blitz Mode)
State_MidWarsBeta_FRAME_effect;+100% Attack Damage
Ability_Taunt_name;Taunt
Ability_Taunt_name:disco_taunt;Disco Taunt
Ability_Taunt_name:gore_taunt;Gore Taunt
Ability_Taunt_description;
Ability_Taunt_description_simple;Taunting is disabled for this account.
Ability_Taunt_description_simple:perks;Target an enemy hero to taunt it. You will be Revealed to your target's team while you taunt. Kill taunted target within 40 seconds to earn a Smackdown.\n\n^gEmote:^* Use the Taunt on yourself to perform an Emote with no cooldown.
Ability_Taunt_description_simple:standard_taunt;Target an enemy hero to taunt it. You will be Revealed to your target's team while you taunt. Kill taunted target within 40 seconds to earn a Smackdown.\n\n^gEmote:^* Use the Taunt on yourself to perform an Emote with no cooldown.
Ability_Taunt_description_simple:disco_taunt;Target an enemy hero to taunt it. You will be Revealed to your target's team while you taunt. Kill taunted target within 40 seconds to earn a Smackdown.\n\n^gEmote:^* Use the Taunt on yourself to perform an Emote with no cooldown.
Ability_Taunt_description_simple:gore_taunt;Target an enemy hero to taunt it. You will be Revealed to your target's team while you taunt. Kill taunted target within 40 seconds to earn a Smackdown.\n\n^gEmote:^* Use the Taunt on yourself to perform an Emote with no cooldown.
Ability_Taunt_IMPACT_effect;Taunting is disabled for this account.
Ability_Taunt_IMPACT_effect:perks;Taunts target enemy hero. You will be Revealed to your target's team while you taunt. Kill taunted target within 40 seconds to earn a Smackdown.\n\n^gEmote:^* Use the Taunt on yourself to perform an Emote with no cooldown.
Ability_Taunt_IMPACT_effect:standard_taunt;Taunts target enemy hero. You will be Revealed to your target's team while you taunt. Kill taunted target within 40 seconds to earn a Smackdown.\n\n^gEmote:^* Use the Taunt on yourself to perform an Emote with no cooldown.
Ability_Taunt_IMPACT_effect:disco_taunt;Taunts target enemy hero. You will be Revealed to your target's team while you taunt. Kill taunted target within 40 seconds to earn a Smackdown.\n\n^gEmote:^* Use the Taunt on yourself to perform an Emote with no cooldown.
Ability_Taunt_IMPACT_effect:gore_taunt;Taunts target enemy hero. You will be Revealed to your target's team while you taunt. Kill taunted target within 40 seconds to earn a Smackdown.\n\n^gEmote:^* Use the Taunt on yourself to perform an Emote with no cooldown.
Ability_Dance_name;Emote
Ability_Dance_description_simple;Use the Emote to show your best dance moves on the battlefield!
Ability_Dance_description;Use the Emote to show your best dance moves on the battlefield!
Ability_Dance_description_simple:ability_dance_disabled;Emote is disabled for this hero.
Pet_Sheep_Fat_name;Guardian Construct
Pet_Sheep_Flock_Cage_name;Monument Construct
Pet_Sheep_Flock_Minion_name;Phantom Constructs
Pet_Sheep_Flying_name;Drone Construct
Pet_Sheep_Roller_name;Torpidos
Pet_Sheep_Blinker_name;Baubles
Pet_Sheep_Spore_name;Lobblestones
Grimm_Hunt_DOT_name;Hero Burn
Grimm_Hunt_DOT_FRAME_effect;Hero attacks burn constructs for 5% of their max Health over 2 seconds\n\nDamage is non-lethal
Pet_GrimmHunt_Ending_Boss_Legion_name;Legion Golem
Pet_GrimmHunt_Ending_Boss_Hellbourne_name;Hellbourne Golem
Building_TrialTower_name;Defense Tower
Building_TrialMeleeBarracks_name;Melee Barracks
Building_TrialRangedBarracks_name;Ranged Barracks
Building_TrialBase_name;World Crystal
Building_TrialWellStore_name;Shop
Building_ConquerorTower_name;Defense Tower
Building_ConquerorMeleeBarracks_name;Melee Barracks
Building_ConquerorRangedBarracks_name;Ranged Barracks
Building_ConquerorBase_name;World Forge
Building_ConquerorWellStore;Shop
Building_ConquerorStore;Observatory
Tour_Legion_name;Epicenter
Tour_Hellbourne_name;Epicenter
Pet_Chicken_name;Chicken
Gadget_Egg_name;Egg
Item_Egg_name;Egg
Item_Egg_description;Target a direction to throw an egg. If an enemy is hit by 3 eggs, something magical happens.
State_Im_Chicken_name;You's A Chicken
State_Im_Chicken_description;Dang, so lucky...
Ability_Accursed1_name;Cauterize
Ability_Accursed1_description;At the cost of some of his own Health, Accursed bursts the air around a target, dealing damage to them if they are an enemy or healing them if they are an ally.
Ability_Accursed1_description_simple;Target a unit to deal ^o{100,150,200,250} Magic Damage^* if it's an enemy or heal for ^o{100,150,200,250} Health^* if it's an ally.\n\nDeals ^o{50,75,100,125} Magic Damage^* to self.
Ability_Accursed1_IMPACT_effect;Deals ^o{100,150,200,250} Magic Damage^* to enemy units or heals allied units for ^o{100,150,200,250} Health^*. Deals ^o{50,75,100,125} Magic Damage^* to self.
Ability_Accursed1_tooltip_flavor;It's a love/hate kinda thing.
Ability_Accursed2_name;Fire Shield
Ability_Accursed2_description;Accursed covers a friendly unit in a shield of flames protecting them from damage and removing harmful effects. If the shield is damaged to its breaking point, it will explode, dealing Magic damage to nearby enemies equal to that of the damage absorbed.
Ability_Accursed2_description_simple;Target an Ally (or self) to remove Debuffs and Stuns, and apply a shield for 15 seconds that absorbs up to ^o{110,140,170,200} damage^*.\n\nIf the shield hits its limit, it explodes and deals ^o{110,140,170,200} Magic Damage^* to nearby enemies.
Ability_Accursed2_effect_header;Fire Shield Effect(s)
Ability_Accursed2_IMPACT_effect;Removes Debuffs and Stuns, then applies Fire Shield to target for 15 seconds.
Ability_Accursed2_tooltip_flavor;Here, wear this!
State_Accursed_Ability2_name;Fire Shield
State_Accursed_Ability2_FRAME_effect;{110,140,170,200} post-mitigation damage shield.\n\nOnce full amount is absorbed, damages enemies in 700 radius for {110,140,170,200} Magic Damage.
Ability_Accursed3_name;Sear
Ability_Accursed3_description;Causes your attacks and abilities to apply Sear for 2 seconds when targeting enemies or Burning Strikes for 4.5 seconds when targeting allies or self.
Ability_Accursed3_description_simple;Passively causes your attacks and abilities to apply ^oSear^* to enemies for 2 seconds or ^oBurning Strikes^* to allies for 4.5 Seconds.\n\nEnemies affected by Sear have their Movement Speed slowed by ^o{-5,-10,-15,-20}%^*. Allies who attack a target afflicted with Sear gain ^oBurning Strikes^*.\n\nAllies affected by Burning Strikes gain ^o{10,20,30,40} Attack Speed^* and ^o10% Movement Speed^*.
Ability_Accursed3_effect_header;Sear Effect(s)
Ability_Accursed3_effect_header2;Burning Strikes Effect(s)
Ability_Accursed3_tooltip_flavor;I'M MELTING!
State_Accursed_Ability3_name;Sear
State_Accursed_Ability3_description;Sear
State_Accursed_Ability3_Buff_name;Burning Strikes
State_Accursed_Ability3_Debuff_name;Sear
State_Accursed_Ability3_Debuff_FRAME_effect;When attacked, applies Burning Strikes to attacker for 4.5 seconds.
Ability_Accursed4_name;Flame Consumption
Ability_Accursed4_description;Accursed summons a powerful fire tornado around himself which, when fueled with damage, causes him to regain his life.
Ability_Accursed4_description2;^gThis ability can be boosted by Staff of the Master.^*\n\n^gStaff Effect:^* Increases duration to {5,6,7} seconds and can be used while Silenced or Stunned.
Ability_Accursed4_description_simple;Activate to remove Debuffs from self and convert ^o100% of damage taken to Health gained^* for ^o{3,4,5} seconds^*.\n\n^gStaff of the Master^* increases the duration to ^o{5,6,7} seconds^* and allows Flame Consumption to be cast while Silenced or Stunned.
Ability_Accursed4_effect_header;Protective Flames Effect(s)
Ability_Accursed4_IMPACT_effect;Removes debuffs and applies Protective Flames to self for ^o{3,4,5} seconds^*.
Ability_Accursed4_name:ult_boost;Burning Consumption ^g(Boosted)^*
Ability_Accursed4_description2:ult_boost;^gThis ability has been boosted by Staff of the Master.^*
Ability_Accursed4_IMPACT_effect:ult_boost;Removes Debuffs ^gand Stuns^* and applies Protective Flames to self for ^g{5,6,7}^* seconds.\n\n^gCan be used while Silenced or Stunned.^*
Ability_Accursed4_description_simple:ult_boost;Activate to remove Debuffs from self and convert ^o100% of damage taken to Health gained^* for ^o{5,6,7} seconds^*.  May be cast while Silenced or Stunned.\n\n^gThis ability has been boosted by Staff of the Master.^*
Ability_Accursed4_tooltip_flavor;Give me fuel, give me fire, give me that which I desire!
State_Accursed_Ability4_name;Protective Flames
State_Accursed_Ability4_FRAME_effect;100% of damage taken converted to Health
State_Accursed_Ability4_DAMAGED_effect;Converts damage taken into Health
Hero_Accursed_name;Accursed
Hero_Accursed_description;Many have speculated as to what great, damned warrior now lives in torment within the burning armor that marches alongside the Hellbourne army. The Accursed, as he is known, screams in agony as he brings fiery devastation to his foes, but his actions seem driven more by a desire to find oblivion than by malice.
Hero_Accursed_role;Accursed is a tanky support healer and debuffer with the rare ability to remove Stuns via Flame Shield. His high survivability makes him especially valuable during team fights, as it discourages enemies from focusing their attacks on him.
Ability_Adrenaline1_name;Shard Blast
Ability_Adrenaline1_description;Adrenaline launches a cluster of fractures in target direction.
Ability_Adrenaline1_description_simple;^cMana cost: 35% of Max Mana^*\n\nTarget a direction to throw a projectile, dealing ^o{50,100,150,200}^* Magic Damage to the first enemy hero it hits and applying ^r{6,7,8,9} Dread Stacks^* if Rush is leveled.\n\n-Projectiles that hit bounce off the target into the air. If Adrenaline catches the projectile, he ^oregains 35% of his max mana^*.\n\n-If the projectile hits the ground, it will ^ospawn an Ember Shard for 5 seconds^*.
Ability_Adrenaline1_description_simple:rapidfire;^cMana cost: 10% of Max Mana^*\n\nTarget a direction to throw a projectile, dealing ^o{50,100,150,200}^* Magic Damage to the first enemy hero it hits and applying ^r{6,7,8,9} Dread Stacks^* if Rush is leveled.\n\n-Projectiles that hit bounce off the target into the air. If Adrenaline catches the projectile, he ^oregains 10% of his max mana^*.\n\n-If the projectile hits the ground, it will ^ospawn an Ember Shard for 5 seconds^*.
Ability_Adrenaline1_IMPACT_effect;"^cMana cost: 35% of Max Mana^*\n\nTarget a direction to throw a projectile, dealing ^o{50,100,150,200}^* Magic Damage to the first enemy hero it hits and applying ^r{6,7,8,9} Dread Stacks^* if Rush is leveled.\n\n-Projectiles that hit bounce off the target into the air with a 0.9 second air time. If Adrenaline catches the projectile, he ^oregains 35% of his max mana^*.\n\n-If the projectile hits the ground, it will ^ospawn an Ember Shard for 5 seconds^*.\n\nIf the target is less than 200 units away from Adrenaline, then the dagger will land 250 units behind the target (relative to Adrenaline). Otherwise, the projectile will land in a random location in the line between Adrenaline and the target.\n\nEmber Shards act like illusions; they receive 400% Damage, deal 10% of your Base Damage and have high attack range but cannot move and only attack 3 times."
Ability_Adrenaline1_IMPACT_effect:rapidfire;"^cMana cost: 10% of Max Mana^*\n\nTarget a direction to throw a projectile, dealing ^o{50,100,150,200}^* Magic Damage to the first enemy hero it hits and applying ^r{6,7,8,9} Dread Stacks^* if Rush is leveled.\n\n-Projectiles that hit bounce off the target into the air with a 0.9 second air time. If Adrenaline catches the projectile, he ^oregains 10% of his max mana^*.\n\n-If the projectile hits the ground, it will ^ospawn an Ember Shard for 5 seconds^*.\n\nIf the target is less than 200 units away from Adrenaline, then the dagger will land 250 units behind the target (relative to Adrenaline). Otherwise, the projectile will land in a random location in the line between Adrenaline and the target.\n\nEmber Shards act like illusions; they receive 400% Damage, deal 10% of your Base Damage and have high attack range but cannot move and only attack 3 times."
Ability_Adrenaline1_tooltip_flavor;
Ability_Adrenaline2_name;Rush
Ability_Adrenaline2_description;Adrenaline dashes in target direction, dealing massive damage to enemies with Stacks of Dread.
Ability_Adrenaline2_description_simple;^cMana cost: {45}% of Max Mana^*\n\nTarget a direction to ^odash 450 units^*, dealing ^o20 True Damage to enemy units you pass through^* and consumes all ^rDread Stacks^* on them, dealing an additional ^o1% of the enemy unit's Max Health^* per ^rDread Stack^* consumed.\n\n^oPassively causes autoattacks from self and illusions^* to apply ^r2 Dread Stacks^* on a target, lasting 6 seconds and refreshing on hit.\n\nMaximum of ^o{12,20,28,36}^* ^rDread Stacks^*. Destroys trees.
Ability_Adrenaline2_description_simple:rapidfire;^cMana cost: {15}% of Max Mana^*\n\nTarget a direction to ^odash 450 units^*, dealing ^o20 True Damage to enemy units you pass through^* and consumes all ^rDread Stacks^* on them, dealing an additional ^o1% of the enemy unit's Max Health^* per ^rDread Stack^* consumed.\n\n^oPassively causes autoattacks from self and illusions^* to apply ^r2 Dread Stacks^* on a target, lasting 6 seconds and refreshing on hit.\n\nMaximum of ^o{12,20,28,36}^* ^rDread Stacks^*. Destroys trees.
Ability_Adrenaline2_effect_header;
Ability_Adrenaline2_IMPACT_effect;^cMana cost: {45}% of Max Mana^*\n\nTarget a direction to ^odash 450 units^*, dealing ^o20 True Damage to enemy units you pass through^* and consumes all ^rDread Stacks^* on them, dealing an additional ^o1% of the enemy unit's Max Health^* per ^rDread Stack^* consumed.\n\n^oPassively causes autoattacks from self and illusions^* to apply ^r2 Dread Stacks^* on a target, lasting 6 seconds and refreshing on hit.\n\nThe max number of Dread Stacks is determined by the level of this skill. Maximum of ^o{12,20,28,36}^* ^rDread Stacks^*. Destroys trees.
Ability_Adrenaline2_IMPACT_effect:rapidfire;^cMana cost: {15}% of Max Mana^*\n\nTarget a direction to ^odash 450 units^*, dealing ^o20 True Damage to enemy units you pass through^* and consumes all ^rDread Stacks^* on them, dealing an additional ^o1% of the enemy unit's Max Health^* per ^rDread Stack^* consumed.\n\n^oPassively causes autoattacks from self and illusions^* to apply ^r2 Dread Stacks^* on a target, lasting 6 seconds and refreshing on hit.\n\nThe max number of Dread Stacks is determined by the level of this skill. Maximum of ^o{12,20,28,36}^* ^rDread Stacks^*. Destroys trees.
Ability_Adrenaline2_tooltip_flavor;
State_Adrenaline_Ability2_name;Rush
State_Adrenaline_Ability2_FRAME_effect;Receive True Damage equal to [20 + {1% of your Max Health}*Charges] when hit by Adrenaline's Rush
Ability_Adrenaline3_name;Ember Shard
Ability_Adrenaline3_description;Adrenaline's shard of the burning ember grants him unequalled mana regeneration.
Ability_Adrenaline3_description_simple;Passively grants Adrenaline ^oMana Regeneration^* equal to ^o{3,4,5,6,7}%^* of his max Mana per second.\n\nIf Adrenaline kills an enemy hero, he receives ^o{20,40,60,80,100}% of his Max Mana^* ({5,10,15,20,25}% for non-hero units).
Ability_Adrenaline3_effect_header;
Ability_Adrenaline3_IMPACT_effect;Passively grants Adrenaline ^oMana Regeneration^* equal to ^o{3,4,5,6,7}%^* of his max Mana per second.\n\nIf Adrenaline kills an enemy hero, he receives ^o{20,40,60,80,100}% of his Max Mana^* ({5,10,15,20,25}% for non-hero units).
Ability_Adrenaline3_effect_header2;
Ability_Adrenaline3_tooltip_flavor;
Ability_Adrenaline4_name;Death's Halo
Ability_Adrenaline4_description;Adrenaline surrounds his target with Fractures of himself, inviting them to death's door.
Ability_Adrenaline4_description2;
