StealthType_Unrevealable,,,,
RevealType_ward,Ward of Revelation,Ward of Revelation,,
RevealType_eye,Bound Eye,Bound Eye,,
RevealType_tower,Tower,Башня,,
ArmorType_normal,Armor,Броня,,
ArmorType_magic,Magic Armor,Магическая броня,,
TargetScheme_null,,,,
TargetScheme_all,All,Все,,
TargetScheme_nothing,,,,
TargetScheme_self,Self,Ваш герой,,
TargetScheme_enemy_units_structures_and_self,Self/Enemies & Structures,Ваш герой/Враги и Строения,,
TargetScheme_enemy_units,Enemy Units,Войска врагов,,
TargetScheme_enemy_heroes,Enemy Heroes,Герои врагов,,
TargetScheme_ally_units,Ally Units,Войска союзников,,
TargetScheme_ally_heroes,Ally Heroes,Герои союзников,,
TargetScheme_all_units,All Units,Все войска,,
TargetScheme_all_visible_units,All Visible Units,Все видимые войска,,
TargetScheme_ally_ranged_units,Ally Ranged Units,Стрелки союзников,,
TargetScheme_ally_ranged_heroes,Ally Ranged Heroes,Герои-стрелки союзников,,
TargetScheme_ally_melee_units,Ally Melee Units,Бойцы союзников,,
TargetScheme_ally_buildings,Ally Buildings,Здания союзников,,
TargetScheme_enemy_units_and_Towers,Enemy Units/Towers,Войска/Башни врагов,,
TargetScheme_enemy_objects,Enemy Objects,Объекты врагов,,
TargetScheme_enemy_objects_not_gadgets,Enemy Objects,Объекты врагов не гаджеты,,
TargetScheme_teleport_targets,Teleport Targets,Цели телепортации,,
TargetScheme_my_units,Owned Units,Ваши войска,,
TargetScheme_owner,,,,
TargetScheme_owned,,,,
TargetScheme_trees,Trees,Деревья,,
TargetScheme_enemy_melee_units,Enemy Melee Units,Бойцы врагов,,
TargetScheme_enemy_creeps,Enemy Creeps,Существа врагов,,
TargetScheme_attack,Attack Targets,Цели атаки,,
TargetScheme_attack_all,Unrestricted Attack Targets,Разрешенные цели атаки,,
TargetScheme_bottle,Bottle Targets,Цели Bottle,,
TargetScheme_melee_units,Melee Units,Бойцы,,
TargetScheme_ranged_units,Ranged Units,Стрелки,,
TargetScheme_visible_enemy_units,Visible Enemy Units,Видимые войска врагов,,
TargetScheme_visible_enemy_heroes,Visible Enemy Heroes,Видимые герои врагов,,
TargetScheme_visible_enemy_objects,Visible Enemy Objects,Видимые объекты врагов,,
TargetScheme_injured_ally_units,Injured Ally Units,Раненые войска союзников,,
TargetScheme_injured_ally_units_incl_self,Injured Ally Units,Раненые войска союзников,,
TargetScheme_enemy_units_and_trees,Enemy Units and Trees,Войска врагов и деревья,,
TargetScheme_all_other_units,All Other Units,Другие войска,,
TargetScheme_all_other_organic_units,All Other Organic Units,Другие живые войска,,
TargetScheme_enemy_buildings,Enemy Buildings,Здания врагов,,
TargetScheme_enemy_melee_heroes,Enemy Melee Heroes,Герои-бойцы врагов,,
TargetScheme_hook_targets,All Non-Siege Units,Все не осадные войска,,
TargetScheme_enemy_units_and_corpses,Enemy Units and Corpses,Войска врагов и трупы,,
TargetScheme_nonneutral_enemy_units,Non-Neutral Enemies,Не нейтральные враги,,
TargetScheme_player_controlled_ally_units,Player Controlled Ally Units,Контролируемые игроком союзные войска,,
TargetScheme_all_nonhero_units,All Non-Hero Units,Все обычные воины,,
TargetScheme_other_heroes,Other Heroes,Другие герои,,
TargetScheme_my_other_units,Owned Minions,Мои подручные,,
TargetScheme_enemy_nonhero_units,Non-Hero Enemy Units,Не герои воины врагов,,
TargetScheme_organic_enemy_units,Organic Enemy Units,Живые войска врагов,,
TargetScheme_organic_ally_units,Organic Ally Units,Живые войска союзников,,
TargetScheme_all_organic_units,All Organic Units,Все живые войска,,
TargetScheme_all_heroes,All Heroes,Все герои,,
TargetScheme_enemy_main_base_structure,Enemy Main Base Structure,Главное строение врагов,,
TargetScheme_ally_well,Ally Well,Колодец союзников,,
TargetScheme_all_other_nonboss_units,All Non-Boss Units,Все войска без боссов,,
TargetScheme_boss,Boss Units,Боссы,,
TargetScheme_other_bosses,Other Boss Units,Другие боссы,,
TargetScheme_enemy_nonboss_units,Non-Boss Enemies,Враги - не боссы,,
TargetScheme_nonneutral_organic_enemy_units,Non-Neutral Enemies,Не нейтральные враги,,
TargetScheme_boss1,,,,
TargetScheme_boss2,,,,
TargetScheme_WellMarker,,,,
TargetScheme_enemy_nonboss_npc_units,Non-Boss Enemy NPCs,Неигровые враги - не боссы,,
TargetScheme_enemy_units_and_structures,Enemy Objects,Вражеские объекты,,
TargetScheme_all_other_heroes,All Other Heroes,Все другие герои,,
TargetScheme_ally_objects,Ally Objects,Объекты союзников,,
TargetScheme_visible_organic_enemy_units,,,,
TargetScheme_enemy_units_and_self,Self/Enemy Units,Ваш герой/Войска врагов,,
TargetScheme_all_other_units_and_buildings,,,,
TargetScheme_summoned_enemy_units,Summoned Enemy Units,Призванные войска врагов,,
TargetScheme_ally_creeps,Ally creeps,Существа союзников,,
TargetScheme_enemy_ranged_heroes,Enemy Ranged Heroes,Герои-стрелки врагов,,
TargetScheme_all_other_nongadget_units,,,,
TargetScheme_nonneutral_enemy_units_and_other_ally_heroes,,,,
TargetScheme_electriceyes,,,,
TargetScheme_other_ally_units,Other Ally Units,Другие войска союзников,,
TargetScheme_nonstealth_organic_enemy_units,,,,
TargetScheme_nonboss_visible_enemy_units,,,,
TargetScheme_nongadget_ally_units,,,,
TargetScheme_nonboss_organic_enemy_units,Enemy Organic Units,Живые войска врагов,,
TargetScheme_neutral_aggro,,,,
TargetScheme_enemy_creeps_and_corpses,Enemy Creeps/Corpses,Существа и трупы врагов,,
TargetScheme_my_pseudo_pets,Owned Pseudopets,Ваши псевдопитомцы,,
TargetScheme_ally_main_base_structure_and_trees,,,,
TargetScheme_nonillusion_enemy_heroes,Non-Illusion Enemy Heroes,Не иллюзии герои врагов,,
TargetScheme_my_illusions,Owned Illusions,Ваши иллюзии,,
TargetScheme_other_ally_heroes,Other Ally Heroes,Другие герои союзников,,
TargetScheme_nonillusion_other_ally_heroes,Other Ally Heroes,Другие герои союзников,,
TargetScheme_engineer_units,Mechanical Units,Механизмы,,
TargetScheme_turret_targets,,,,
TargetScheme_ally_units_and_structures,Ally Units/Structures,Союзные войска и Строения,,
TargetScheme_ally_heroes_and_structures,Ally Heroes/Structures,Союзные герои и Строения,,
TargetScheme_pseudo_pets,,,,
TargetScheme_everything_but_towers,,,,
TargetScheme_Zephyr_Cyclones,,,,
TargetScheme_enemy_mana_units,Enemy Units with Mana,Войска врагов с маной,,
TargetScheme_ally_mana_units,Ally Units with Mana,Войска союзников с маной,,
TargetScheme_nonboss_organic_enemy_units_and_self,,,,
TargetScheme_all_corpses,,,,
TargetScheme_enemy_units_and_deniable,Deniable and Enemy Units,Добиваемые и вражеские войска,,
TargetScheme_ally_nonhero_units,Allied Non-Hero Units,Не герои союзников,,
TargetScheme_player_controlled_enemy_units,Player Controlled Enemy Units,Войска врагов под контролем игрока,,
TargetScheme_all_nonhero_corpses,All Non-Hero Corpses,Все трупы не героев,,
TargetScheme_enemy_units_notmine,,,,
TargetScheme_touchpowerup,,,,
TargetScheme_all_units_except_couriers,,,,
TargetScheme_Gauntlet_Gadget,,,,
TargetScheme_heroes_only,Heroes Only,Только герои,,
TargetScheme_movement,,,,
TargetScheme_canattack,,,,
TargetScheme_token,,,,
TargetScheme_cheese,,,,
TargetScheme_doombringer,,,,
TargetScheme_not_rooted_willing_ally_heroes,Willing Ally Heroes,Готовые герои союзников,,
TargetScheme_nonillusion_other_willing_ally_heroes,Non-Illusion Ally Heroes,Не иллюзии герои союзников,,
TargetScheme_enemy_and_willing_ally_heroes,Enemy/Ally Willing Heroes,Герои врагов/союзников,,
TargetScheme_enemy_heroes_and_Towers,Enemy Heroes and Towers,Герои и башни врагов,,
TargetScheme_Deadlift,All Organic Units,Все живые войска,,
TargetScheme_not_visible_enemy_units,Not Visible Enemy Units,Невидимые войска врага,,
TargetScheme_my_other_catz,Fire or Ice,Огонь или Лёд,,
Popup_gold,+{value},+{value},,
Popup_experience,+{value},+{value},,
Popup_critical,{value}!,{value}!,,
Popup_miss,Miss!,Промах!,,
Popup_deny,Denied!,Добит!,,
Popup_manaburn,-{value},-{value},,
Popup_poison,{value}!,{value}!,,
Popup_bonus_damage,+{value},+{value},,
Popup_deflection,-{value},-{value},,
Popup_toofar,Too bad!,Too bad!,,
Popup_multicast,{value}x MULTICAST!,{value}x MULTICAST!,,
Popup_bonus_mana,+{value}+,+{value}+,,
Popup_execution,+{value},+{value},,
Popup_gainint,+{value} Int!,+{value} Int!,,
Popup_loseint,-{value} Int!,-{value} Int!,,
Popup_creep_kill,$,₽,,
Popup_seconds,{value}s!,{value}сек!,,
Popup_seconds_decimal,{value}s!,{value}сек!,,
Popup_max,MAX!,MAX!,,
Popup_pow,POW!,POW!,,
Popup_dot_physical_damage,{value}!,{value}!,,
Popup_timer,{value},{value},,
Popup_timer_hero,{value},{value},,
Popup_LodestoneUlt,{value},{value},,
Popup_morult,{value},{value},,
Popup_EmeraldWarden1,Gawain uses Diving Strike!,Gawain использует Diving Strike!,,
Popup_EmeraldWarden2,Gawain uses Forest's Touch!,Gawain использует Forest's Touch!,,
Popup_EmeraldWarden3,Gawain uses Emerald Storm!,Gawain использует Emerald Storm!,,
Popup_Ra,{value}!,{value}!,,
Popup_ra_rebirth,Rebirth!,Возрождение!,,
Popup_ra_timer,{value},{value},,
Popup_krospoints,-{value} Pts,-{value} очков,,
Popup_pluspoints,+{value} Pts,+{value} очков,,
Popup_stunned,Stunned! {value}s,Оглушен {value}сек,,
Popup_feared,Fear! {value}s,Страх {value}сек,,
Popup_polymorphed,Mini {value}s,Заколдован {value}сек,,
Popup_gold_gained,{value} Gold from Bounty!,{value} золота!,,
Popup_deadlift_rez_accepted,Rez Accepted!,Воскрешение принято!,,
Popup_deadlift_rez_declined,Rez Declined!,Воскрешение отклонено!,,
Popup_fake_gold,Borrow Gold Value {value},Фальшивое золото {value},,
Popup_suppressed,suppressed,Замедлен,,
Popup_stunned,stunned {value}s,Оглушен {value}сек,,
Popup_frozen,frozen,Заморожен,,
Popup_feared,feared {value}s,Страх {value}сек,,
Popup_polymorphed,hexxed {value}s,Заколдован {value}сек,,
Popup_taunted,taunted {value}s,Taunted {value}сек,,
Popup_silenced,silenced {value}s,Безмолвие {value}сек,,
Popup_silenced_notimer,silenced,Безмолвие,,
Popup_manalocked,mana locked,Мана заблокирована,,
Popup_immobilized,immobilized {value}s,Обездвижен {value}сек,,
Popup_immobilized_notimer,immobilized,Обездвижен,,
Popup_disarmed,disarmed {value}s,Обезоружен {value}сек,,
Popup_perplexed,perplexed {value}s,Ошеломлен {value}сек,,
Popup_restrained,restrained {value}s,Скован {value}сек,,
Popup_slowed,slowed,Замедлен,,
Popup_damage_physical,{value},{value},,
Popup_damage_magical,{value},{value},,
Popup_damage_attempted,{value} attempted,{value} попытка,,
Popup_pluspointsyellow,+{value} Yellow Team,+{value} Желтая команда,,
Popup_pluspointsblue,+{value} Blue Team,+{value} Синяя команда,,
Popup_fake,Fake!,Подделка!,,
Mode_Normal,All Pick,All Pick,,
Mode_RandomDraft,Random Draft,Random Draft,,
Mode_SingleDraft,Single Draft,Single Draft,,
Mode_BanningDraft,Banning Draft,Banning Draft,,
Mode_CaptainsDraft,Captains Draft,Captains Draft,,
Mode_CaptainsMode,Captains Mode,Captains Mode,,
Mode_Deathmatch,Deathmatch,Deathmatch,,
Mode_BanningPick,Banning Pick,Banning Pick,,
Mode_AllRandom,Balanced Random,Balanced Random,,
Mode_Lockpick,Lockpick,Lockpick,,
Mode_Invalid,Invalid,Invalid,,
Mode_BlindBan,Blind Ban,Blind Ban,,
Mode_BotMatch,Bot Match,Bot Match,,
Mode_Captains,Captains Pick,Captains Pick,,
Mode_KrosMode,Shuffle Pick,Shuffle Pick,,
Mode_ForcePick,Force Pick,Force Pick,,
Mode_SoccerPick,Limited Pick,Limited Pick,,
Mode_SoloSame,Same Heroes,Same Heroes,,
Mode_SoloDiff,Different Heroes,Different Heroes,,
Mode_CounterPick,Counter Pick,Counter Pick,,
Mode_MidWars_Beta,Mid Wars Beta,Mid Wars Beta,,
Mode_HeroBan,Hero Ban,Hero Ban,,
Option_None,None,Нет,,
Option_ForceRandom,Force Random,Случайный выбор,,
Option_AlternateSelection,Alternate Selection,Поочередный выбор,,
Option_NoRepick,No Repick,Без повторного выбора,,
Option_NoSwap,No Swap,Без обмена,,
Option_NoAgility,No Agility,Без ловкачей,,
Option_NoIntelligence,No Intelligence,Без магов,,
Option_NoStrength,No Strength,Без силачей,,
Option_AllHeroes,All Heroes,Все герои,,
Option_NoRespawnTimer,No Respawn Timer,Мгновенное воскрешение,,
Option_DropItems,Drop Items,Выпадающие предметы,,
Option_NoPowerups,No Powerups,Без рун,,
Option_SuperCreeps,Super Creeps,Сильные существа,,
Option_EasyMode,Easy Mode,Лёгкий режим,,
Option_DuplicateHeroes,Duplicate Heroes,Одинаковые герои,,
Option_ReverseSelection,Reverse Selection,Выбирать героя врагу,,
Option_NoTopLane,Close Top Lane,Без верхней линии,,
Option_NoMiddleLane,Close Middle Lane,Без средней линии,,
Option_NoBottomLane,Close Bottom Lane,Без нижней линии,,
Option_AllowVeto,Allow Veto,Разрешить вето,,
Option_ShuffleTeams,Shuffle Teams,Перемешать команды,,
Option_AutoBalanceTeams,Auto Balanced,Автоматический баланс,,
Option_DevHeroes,Dev Heroes,Герои в разработке,,
Option_TournamentRules,Tournament Rules,Правила турнира,,
Option_Hardcore,Hardcore,Сложный режим,,
Option_Casual,Casual Mode,Казуальный режим,,
Option_Gated,Core Pool,Основной пул,,
Option_CorePool,Core Pool,Основной пул,,
Option_BalancedRandom,Balanced Random,Сбалансированный случай,,
Option_ShuffleAbilities,Shuffle Abilities,Перемешать способности,,
Option_RapidFire,Blitz Mode,Blitz режим,,
Building_HellbourneTower_name,Defense Tower,Оборонительная башня,,
Building_HellbourneBase_name,Sacrificial Shrine,Жертвенный алтарь,,
Building_HellbourneMeleeBarracks_name,Melee Barracks,Логово Бесов,,
Building_HellbourneRangedBarracks_name,Ranged Barracks,Ковен Колдунов,,
Building_HellbourneRepeater1_name,Shrine,Алтарь,,
Building_HellbourneRepeater2_name,Shrine,Алтарь,,
Building_HellbourneRepeater3_name,Shrine,Алтарь,,
Building_HellbourneRepeater4_name,Shrine,Алтарь,,
Building_HellbourneRepeater5_name,Meatball,Тефтелька,,
Building_HellbourneRepeater5_description,,,,
Building_HellbourneStore_name,Observatory,Обсерватория,,
Building_HellbourneWell_name,Well of Tar,Смоляной колодец,,
State_HellbourneHealingWell_name,Tarpit,Смоляная яма,,
State_HellbourneHealingWell_Speed_name,Tarpit (Speed),Смоляная яма (Скорость),,
Building_HellbourneWellStore_name,Shop,Магазин,,
Building_LegionTower_name,Defense Tower,Оборонительная башня,,
Building_LegionBase_name,World Tree,Древо Мира,,
Building_LegionBase_description,icon.tga,icon.tga,,
Building_LegionMeleeBarracks_name,Melee Barracks,Казармы Солдат,,
Building_LegionMeleeBarracks_description,icon.tga,icon.tga,,
Building_LegionRangedBarracks_name,Ranged Barracks,Казармы Лучников,,
Building_LegionRangedBarracks_description,icon.tga,icon.tga,,
Building_LegionRepeater1_name,Shrine,Святыня,,
Building_LegionRepeater2_name,Hut,Хижина,,
Building_LegionRepeater3_name,Hut,Хижина,,
Building_LegionRepeater4_name,Hut,Хижина,,
Building_LegionRepeater5_name,Statue,Святыня,,
Building_LegionRepeater6_name,Hut,Хижина,,
Building_LegionStore_name,Observatory,Обсерватория,,
Building_LegionWell_name,Well of Life,Колодец Жизни,,
State_LegionHealingWell_name,Healing Well,Исцеляющий Колодец,,
State_LegionHealingWell_Speed_name,Healing Well (Speed),Исцеляющий Колодец (Скорость),,
Building_LegionWellStore_name,Shop,Магазин,,
Building_Outpost_name,Outpost,Застава,,
Building_Outpost_Watermill_name,Outpost,Застава,,
Building_Outpost_camp_name,Outpost,Застава,,
Ability_AttributeBoost_name,Attribute Boost,Рост характеристик,,
Ability_AttributeBoost_description,^yPer Level Bonuses:^*\n+2 Strength\n+2 Agility\n+2 Intelligence,^yБонусы за уровень:^*\n+2 силы\n+2 ловкости\n+2 интеллекта,,
Ability_AttributeBoost_description_simple,Grants an increase to your hero's attributes.\n\n^gPer Level Bonuses:^*\n+2 Strength\n+2 Agility\n+2 Intelligence,Увеличивает характеристики вашего героя.\n\n^gБонусы за уровень:^*\n+2 силы\n+2 ловкости\n+2 интеллекта,,
State_Teleport_GrimmCrossroads_name,Teleporter Delay,Задержка телепорта,,
State_Teleport_GrimmCrossroads_description,You recently used the teleporters and cannot again for a short time.,"Вы недавно использовали телепорт, необходимо немного подождать.",,
State_urf_name,BLITZ MODE!,BLITZ MODE!,,
State_urf_description,Everyone is as crazy as Blitz,В этом режиме каждый немного Blitz,,
State_urf_FRAME_effect,+100% Attack Damage,+100% к урону от атаки,,
State_MidWarsBeta_name,Mid Wars Beta,Mid Wars Beta,,
State_MidWarsBeta_description,(Blitz Mode),(Blitz Mode),,
State_MidWarsBeta_FRAME_effect,+100% Attack Damage,+100% к урону от атаки,,
Ability_Taunt_name,Taunt,Taunt,,
Ability_Taunt_name:disco_taunt,Disco Taunt,Disco Taunt,,
Ability_Taunt_name:gore_taunt,Gore Taunt,Gore Taunt,,
Ability_Taunt_description,,,,
Ability_Taunt_description_simple,Taunting is disabled for this account.,Использовать Taunt на этом аккаунте нельзя.,,
Ability_Taunt_description_simple:perks,Target an enemy hero to taunt it. You will be Revealed to your target's team while you taunt. Kill taunted target within 40 seconds to earn a Smackdown.\n\n^gEmote:^* Use the Taunt on yourself to perform an Emote with no cooldown.,"Выберите вражеского героя, чтобы применить к нему Taunt. Ваше местоположение будет раскрыто вражеской команде, пока Taunt активен. Убейте противника в течении 40 сек., к которому применили Taunt, чтобы заработать Smackdown.\n\n^gEmote:^* Используйте Taunt на себе, чтобы проиграть эмоцию без отката.",,
Ability_Taunt_description_simple:standard_taunt,Target an enemy hero to taunt it. You will be Revealed to your target's team while you taunt. Kill taunted target within 40 seconds to earn a Smackdown.\n\n^gEmote:^* Use the Taunt on yourself to perform an Emote with no cooldown.,"Выберите вражеского героя, чтобы применить к нему Taunt. Ваше местоположение будет раскрыто вражеской команде, пока Taunt активен. Убейте противника в течении 40 сек., к которому применили Taunt, чтобы заработать Smackdown.\n\n^gEmote:^* Используйте Taunt на себе, чтобы проиграть эмоцию без отката.",,
Ability_Taunt_description_simple:disco_taunt,Target an enemy hero to taunt it. You will be Revealed to your target's team while you taunt. Kill taunted target within 40 seconds to earn a Smackdown.\n\n^gEmote:^* Use the Taunt on yourself to perform an Emote with no cooldown.,"Выберите вражеского героя, чтобы применить к нему Taunt. Ваше местоположение будет раскрыто вражеской команде, пока Taunt активен. Убейте противника в течении 40 сек., к которому применили Taunt, чтобы заработать Smackdown.\n\n^gEmote:^* Используйте Taunt на себе, чтобы проиграть эмоцию без отката.",,
Ability_Taunt_description_simple:gore_taunt,Target an enemy hero to taunt it. You will be Revealed to your target's team while you taunt. Kill taunted target within 40 seconds to earn a Smackdown.\n\n^gEmote:^* Use the Taunt on yourself to perform an Emote with no cooldown.,"Выберите вражеского героя, чтобы применить к нему Taunt. Ваше местоположение будет раскрыто вражеской команде, пока Taunt активен. Убейте противника в течении 40 сек., к которому применили Taunt, чтобы заработать Smackdown.\n\n^gEmote:^* Используйте Taunt на себе, чтобы проиграть эмоцию без отката.",,
Ability_Taunt_IMPACT_effect,Taunting is disabled for this account.,Использовать Taunt на этом аккаунте нельзя.,,
Ability_Taunt_IMPACT_effect:perks,Taunts target enemy hero. You will be Revealed to your target's team while you taunt. Kill taunted target within 40 seconds to earn a Smackdown.\n\n^gEmote:^* Use the Taunt on yourself to perform an Emote with no cooldown.,"Выберите вражеского героя, чтобы применить к нему Taunt. Ваше местоположение будет раскрыто вражеской команде, пока Taunt активен. Убейте противника в течении 40 сек., к которому применили Taunt, чтобы заработать Smackdown.\n\n^gEmote:^* Используйте Taunt на себе, чтобы проиграть эмоцию без отката.",,
Ability_Taunt_IMPACT_effect:standard_taunt,Taunts target enemy hero. You will be Revealed to your target's team while you taunt. Kill taunted target within 40 seconds to earn a Smackdown.\n\n^gEmote:^* Use the Taunt on yourself to perform an Emote with no cooldown.,"Выберите вражеского героя, чтобы применить к нему Taunt. Ваше местоположение будет раскрыто вражеской команде, пока Taunt активен. Убейте противника в течении 40 сек., к которому применили Taunt, чтобы заработать Smackdown.\n\n^gEmote:^* Используйте Taunt на себе, чтобы проиграть эмоцию без отката.",,
Ability_Taunt_IMPACT_effect:disco_taunt,Taunts target enemy hero. You will be Revealed to your target's team while you taunt. Kill taunted target within 40 seconds to earn a Smackdown.\n\n^gEmote:^* Use the Taunt on yourself to perform an Emote with no cooldown.,"Выберите вражеского героя, чтобы применить к нему Taunt. Ваше местоположение будет раскрыто вражеской команде, пока Taunt активен. Убейте противника в течении 40 сек., к которому применили Taunt, чтобы заработать Smackdown.\n\n^gEmote:^* Используйте Taunt на себе, чтобы проиграть эмоцию без отката.",,
Ability_Taunt_IMPACT_effect:gore_taunt,Taunts target enemy hero. You will be Revealed to your target's team while you taunt. Kill taunted target within 40 seconds to earn a Smackdown.\n\n^gEmote:^* Use the Taunt on yourself to perform an Emote with no cooldown.,"Выберите вражеского героя, чтобы применить к нему Taunt. Ваше местоположение будет раскрыто вражеской команде, пока Taunt активен. Убейте противника в течении 40 сек., к которому применили Taunt, чтобы заработать Smackdown.\n\n^gEmote:^* Используйте Taunt на себе, чтобы проиграть эмоцию без отката.",,
Ability_Dance_name,Emote,Эмоции,,
Ability_Dance_description_simple,Use the Emote to show your best dance moves on the battlefield!,"Используйте Эмоции, чтобы показать свои лучшие танцевальные движения на поле битвы!",,
Ability_Dance_description,Use the Emote to show your best dance moves on the battlefield!,"Используйте Эмоции, чтобы показать свои лучшие танцевальные движения на поле битвы!",,
Ability_Dance_description_simple:ability_dance_disabled,Emote is disabled for this hero.,Нельзя использовать Эмоции на этом герое.,,
Pet_Sheep_Fat_name,Guardian Construct,Голем-Страж,,
Pet_Sheep_Flock_Cage_name,Monument Construct,Голем-Обелиск,,
Pet_Sheep_Flock_Minion_name,Phantom Constructs,Призрачный Голем,,
Pet_Sheep_Flying_name,Drone Construct,Голем-Трутень,,
Pet_Sheep_Roller_name,Torpidos,Торпеды,,
Pet_Sheep_Blinker_name,Baubles,Голыш,,
Pet_Sheep_Spore_name,Lobblestones,Спорыжник,,
Grimm_Hunt_DOT_name,Hero Burn,Поджог,,
Grimm_Hunt_DOT_FRAME_effect,Hero attacks burn constructs for 5% of their max Health over 2 seconds\n\nDamage is non-lethal,Атаки героев поджигают здания на 5% от их максимального здоровья в течение 2 сек.\n\nУрон является несмертельным,,
Pet_GrimmHunt_Ending_Boss_Legion_name,Legion Golem,Голем Легиона,,
Pet_GrimmHunt_Ending_Boss_Hellbourne_name,Hellbourne Golem,Голем Преисподней,,
Building_TrialTower_name,Defense Tower,Оборонительная башня,,
Building_TrialMeleeBarracks_name,Melee Barracks,Казармы Солдат,,
Building_TrialRangedBarracks_name,Ranged Barracks,Казармы Лучников,,
Building_TrialBase_name,World Crystal,Мировой Кристалл,,
Building_TrialWellStore_name,Shop,Магазин,,
Building_ConquerorTower_name,Defense Tower,Оборонительная башня,,
Building_ConquerorMeleeBarracks_name,Melee Barracks,Казармы Солдат,,
Building_ConquerorRangedBarracks_name,Ranged Barracks,Казармы Лучников,,
Building_ConquerorBase_name,World Forge,Мировая Кузница,,
Building_ConquerorWellStore,Shop,Магазин,,
Building_ConquerorStore,Observatory,Обсерватория,,
Tour_Legion_name,Epicenter,Эпицентр,,
Tour_Hellbourne_name,Epicenter,Эпицентр,,
Pet_Chicken_name,Chicken,Курица,,
Gadget_Egg_name,Egg,Яйцо,,
Item_Egg_name,Egg,Яйцо,,
Item_Egg_description,"Target a direction to throw an egg. If an enemy is hit by 3 eggs, something magical happens.","Укажите направление, чтобы метнуть яйцо. Если в противника попадет три яйца, случится магия!",,
State_Im_Chicken_name,You's A Chicken,Ты цыпленок!,,
State_Im_Chicken_description,"Dang, so lucky...",Какая удача!,,
Ability_Accursed1_name,Cauterize,Cauterize,,
Ability_Accursed1_description,"At the cost of some of his own Health, Accursed bursts the air around a target, dealing damage to them if they are an enemy or healing them if they are an ally.","Accursed тратит часть здоровья и выжигает воздух вокруг цели, нанося урон врагу или исцеляя союзника.",,
Ability_Accursed1_description_simple,"Target a unit to deal ^o{100,150,200,250} Magic Damage^* if it's an enemy or heal for ^o{100,150,200,250} Health^* if it's an ally.\n\nDeals ^o{50,75,100,125} Magic Damage^* to self.","Укажите врага, чтобы нанести ^o{100,150,200,250} ед. магического урона^* или исцелить союзника на ^o{100,150,200,250} ед. здоровья^*.\n\nAccursed нанесёт себе ^o{50,75,100,125} ед. магического урона^*.",,
